ID,Year_Birth,Education,MaritalStatus,Income,Recency,NumWebPurchases,NumStorePurchases,NumWebVisitsMonth,Response
13030,1969,Master,Married,42169,20,1,3,8,0
13031,1985,Graduation,Married,19986,74,0,3,7,0
13032,1965,PhD,Married,62745,89,7,11,5,0
13033,1968,Master,Divorced,41335,24,4,4,7,0
13034,1956,Master,Married,62058,52,6,7,6,0
13035,1968,PhD,Married,44377,70,5,5,8,0
13036,1958,PhD,Widow,50520,25,3,3,6,0
13037,1946,Graduation,Together,37760,20,4,6,7,0
13038,1970,Master,Together,79419,96,4,4,2,0
13039,1983,Master,Married,27100,64,1,3,7,0
13040,1957,Graduation,Single,50388,3,6,6,7,1
13041,1965,2n Cycle,Divorced,64176,52,8,8,6,0
13042,1964,Graduation,Married,60597,2,2,8,7,1
13043,1982,PhD,Single,38513,20,6,5,8,1
13044,1975,Graduation,Single,56243,26,4,8,5,0
13045,1946,PhD,Together,44124,62,6,5,8,0
13046,1978,Graduation,Divorced,71022,30,5,11,8,0
13047,1977,Graduation,Together,157146,13,0,0,1,0
13048,1948,Graduation,Married,42192,40,2,3,4,0
13049,1949,PhD,Married,58607,63,2,9,8,0
13050,1970,2n Cycle,Divorced,25959,1,1,2,6,1
13051,1987,Graduation,Single,29236,30,4,3,9,0
13052,1983,2n Cycle,Married,32146,16,2,4,6,0
13053,1979,Graduation,Married,71626,94,5,8,3,0
13054,1985,Graduation,Single,72903,74,7,8,4,1
13055,1978,Basic,Single,26487,23,2,3,5,0
13056,1969,PhD,Widow,62187,38,6,10,4,0
13057,1967,Master,Divorced,81380,51,4,10,2,0
13058,1950,PhD,Together,59292,71,3,8,3,0
13059,1951,Basic,Married,26997,89,4,5,7,0
13060,1946,PhD,Together,44124,62,6,5,8,0
13061,1976,Graduation,Married,24027,7,2,3,8,0
13062,1943,Master,Single,77598,53,7,13,3,0
13063,1972,Master,Married,57136,48,5,10,6,0
13064,1968,Graduation,Together,40521,82,0,2,5,0
13065,1971,Master,Divorced,74290,70,10,10,6,0
13066,1981,2n Cycle,Single,42395,35,3,4,7,0
13067,1958,2n Cycle,Single,38741,60,2,3,7,0
13068,1971,Graduation,Widow,30372,33,2,3,7,0
13069,1969,Master,Single,39858,67,2,4,6,1
13070,1965,Graduation,Single,59686,78,4,6,4,0
13071,1958,PhD,Together,37334,44,3,4,4,0
13072,1966,Basic,Together,22634,47,2,2,8,0
13073,1976,Master,Single,70893,42,6,10,3,0
13074,1975,PhD,Together,56559,46,4,8,4,0
13075,1972,Master,Single,46423,6,2,4,7,0
13076,1954,Master,Together,36634,0,5,5,7,0
13077,1973,PhD,Together,39435,16,3,2,7,0
13078,1971,Master,Married,38196,20,2,4,5,0
13079,1972,PhD,Single,38578,2,3,3,8,0
13080,1954,Graduation,Married,46734,40,6,5,7,0
13081,1949,PhD,Single,26518,33,2,3,8,1
13082,1955,Graduation,Together,38946,84,3,6,5,0
13083,1970,Master,Married,44511,39,8,8,8,0
13084,1963,PhD,Single,23091,98,2,3,7,0
13085,1962,Graduation,Together,76081,85,4,4,2,0
13086,1965,Master,Married,62694,29,9,7,7,0
13087,1968,Master,Together,34053,14,3,3,8,0
13088,1976,Graduation,Together,51369,84,8,4,8,0
13089,1958,Master,Married,80739,92,3,9,1,0
13090,1988,Graduation,Together,87679,62,7,10,4,1
13091,1972,Graduation,Married,22063,43,2,3,7,0
13092,1952,Master,Married,77027,23,8,6,4,0
13093,1983,PhD,Together,70123,27,5,4,3,0
13094,1969,Graduation,Married,56796,24,8,7,7,0
13095,1960,Master,Married,28520,55,1,2,6,0
13096,1966,Graduation,Married,61286,34,7,8,5,0
13097,1965,Graduation,Single,66294,68,4,5,2,0
13098,1952,2n Cycle,Single,64831,51,6,5,6,0
13099,1986,Graduation,Married,32880,76,1,3,8,0
13100,1960,Graduation,Divorced,62204,38,4,12,3,0
13101,1968,Master,Single,50014,9,4,8,5,0
13102,1945,PhD,Married,70356,20,10,9,6,0
13103,1977,Graduation,Together,33178,9,1,3,4,0
13104,1959,Master,Married,34242,25,0,3,5,0
13105,1980,Graduation,Married,61014,17,9,4,7,0
13106,1968,PhD,Married,55954,63,8,6,7,0
13107,1983,Graduation,Single,22148,16,1,3,7,0
13108,1965,Graduation,Married,48006,55,1,3,6,0
13109,1980,Basic,Married,25965,29,2,3,8,0
13110,1978,Graduation,Married,42693,29,1,3,5,0
13111,1979,Graduation,Married,56775,62,5,10,5,0
13112,1969,Graduation,Widow,43638,37,4,4,7,0
13113,1983,Master,Married,35876,13,3,3,6,0
13114,1957,Graduation,Together,26091,84,2,3,5,0
13115,1953,Master,Together,56129,65,6,10,4,0
13116,1986,Master,Single,19485,80,1,2,7,0
13117,1948,Graduation,Married,42192,40,2,3,4,0
13118,1989,Graduation,Married,42387,42,8,7,8,0
13119,1969,Graduation,Together,62882,26,7,6,4,0
13120,1960,PhD,Divorced,50611,98,4,7,6,0
13121,1946,Master,Married,66835,21,6,13,2,0
13122,1964,PhD,Married,60896,90,9,4,6,1
13123,1965,PhD,Married,84618,96,6,10,2,0
13124,1969,Graduation,Single,81657,69,3,8,1,0
13125,1976,PhD,Divorced,55412,65,2,3,5,0
13126,1961,Graduation,Single,82014,48,3,12,6,1
13127,1968,PhD,Married,36778,63,3,3,9,0
13128,1956,Graduation,Married,62503,40,8,11,5,0
13129,1982,Graduation,Married,24711,86,3,3,7,0
13130,1988,Graduation,Married,84219,27,3,10,1,0
13131,1976,Graduation,Single,20180,27,2,4,7,0
13132,1989,Graduation,Married,37155,51,2,4,5,0
13133,1970,PhD,Married,80336,12,2,13,1,0
13134,1958,Master,Single,30523,0,1,2,7,0
13135,1954,Graduation,Married,80067,82,4,6,2,0
13136,1951,Master,Together,39767,18,7,7,8,0
13137,1966,PhD,Single,46734,86,3,3,6,0
13138,1955,Graduation,Together,42586,7,4,6,8,1
13139,1971,PhD,Together,32892,78,3,3,8,0
13140,1958,Graduation,Divorced,71964,81,5,5,3,0
13141,1987,Graduation,Single,23442,71,1,3,7,0
13142,1966,Graduation,Together,82427,35,3,12,1,0
13143,1950,Graduation,Divorced,82460,78,5,6,1,0
13144,1972,Graduation,Together,84906,98,5,12,2,0
13145,1970,2n Cycle,Divorced,65706,77,11,12,7,1
13146,1952,Graduation,Married,28332,58,2,4,2,0
13147,1957,2n Cycle,Married,53233,18,1,3,4,0
13148,1960,Graduation,Together,62807,83,5,12,5,0
13149,1972,Master,Single,49494,46,6,5,7,0
13150,1987,PhD,Single,74004,5,4,4,3,1
13151,1944,Graduation,Married,65275,9,4,13,2,0
13152,1960,Master,Together,17144,96,3,4,7,0
13153,1959,PhD,Married,33762,61,2,2,8,0
13154,1956,Graduation,Single,54252,25,4,5,6,0
13155,1952,Graduation,Together,34074,69,3,3,6,0
13156,1988,2n Cycle,Married,15716,8,3,4,8,0
13157,1981,Graduation,Together,56386,51,9,7,9,0
13158,1984,Graduation,Single,52413,67,7,7,7,0
13159,1949,Master,Together,49912,5,10,7,8,1
13160,1964,PhD,Married,45759,13,2,3,7,0
13161,1973,2n Cycle,Together,69401,41,4,5,2,0
13162,1964,Graduation,Widow,85620,68,3,4,1,1
13163,1993,Graduation,Single,72354,67,2,6,1,0
13164,1974,PhD,Married,45207,64,3,6,6,0
13165,1965,Master,Single,35791,94,1,3,8,0
13166,1976,Graduation,Together,29478,59,1,3,6,0
13167,1966,Graduation,Single,33279,29,0,3,3,0
13168,1975,Graduation,Together,80144,47,3,8,1,0
13169,1988,Master,Single,90247,27,3,7,1,1
13170,1952,PhD,Married,54549,8,5,4,7,0
13171,1962,Graduation,Married,56181,6,4,7,4,0
13172,1963,PhD,Single,36736,52,1,2,6,0
13173,1960,Graduation,Together,63381,78,4,13,2,0
13174,1975,2n Cycle,Divorced,11448,16,1,2,6,0
13175,1956,Master,Married,50965,87,10,5,8,0
13176,1976,PhD,Divorced,66476,99,5,11,4,0
13177,1975,Graduation,Together,22280,85,1,2,8,0
13178,1966,Graduation,Married,61286,34,7,8,5,0
13179,1956,Master,Married,52973,92,9,9,8,0
13180,1968,Graduation,Together,56534,35,10,7,8,1
13181,1950,Graduation,Married,80763,17,5,6,3,1
13182,1980,Graduation,Married,47850,72,3,4,6,0
13183,1973,2n Cycle,Divorced,31163,54,1,3,6,0
13184,1953,Graduation,Together,80812,95,4,5,2,0
13185,1976,PhD,Together,162397,31,0,1,1,0
13186,1958,Master,Single,75154,79,6,6,3,1
13187,1947,Master,Together,66000,36,1,5,1,0
13188,1967,Graduation,Together,66825,73,4,6,2,0
13189,1984,Graduation,Married,23228,91,3,4,8,0
13190,1971,2n Cycle,Married,54690,76,3,5,3,0
13191,1970,Graduation,Together,22070,11,2,2,6,0
13192,1958,PhD,Together,65488,46,3,6,1,0
13193,1977,Graduation,Single,85072,94,3,10,0,0
13194,1958,Graduation,Single,68281,31,2,13,5,1
13195,1964,PhD,Divorced,64140,71,2,6,5,1
13196,1965,PhD,Single,40637,72,1,3,7,0
13197,1951,Graduation,Together,40689,69,7,5,8,0
13198,1976,Master,Single,60482,81,7,7,7,0
13199,1950,Graduation,Together,34026,11,2,3,5,0
13200,1970,PhD,Married,80336,12,2,13,1,0
13201,1952,Graduation,Married,67433,51,6,13,4,0
13202,1976,PhD,Married,55424,6,7,9,6,1
13203,1981,Graduation,Together,56386,51,9,7,9,0
13204,1978,Master,Together,61346,34,5,10,3,0
13205,1986,Master,Married,28072,10,1,3,7,0
13206,1969,PhD,Together,69476,3,4,4,2,0
13207,1958,Graduation,Divorced,71964,81,5,5,3,0
13208,1966,Graduation,Single,63810,45,4,12,8,0
13209,1967,PhD,Divorced,28420,36,1,2,6,0
13210,1962,Master,Single,59247,87,5,9,6,0
13211,1974,2n Cycle,Married,20130,99,1,3,8,0
13212,1959,Graduation,Married,65492,73,4,13,2,0
13213,1953,Graduation,Together,94384,62,5,5,2,1
13214,1973,2n Cycle,Together,69401,41,4,5,2,0
13215,1972,PhD,Single,55260,81,8,5,6,0
13216,1972,Basic,Married,25224,36,1,3,3,0
13217,1982,Graduation,Together,71853,29,2,6,1,0
13218,1973,PhD,Married,157243,98,0,0,0,0
13219,1984,Graduation,Married,31761,96,3,4,5,0
13220,1960,PhD,Single,76045,78,4,11,2,0
13221,1949,PhD,Widow,51569,39,7,7,8,1
13222,1959,Master,Married,34242,25,0,3,5,0
13223,1984,2n Cycle,Married,35684,66,1,3,6,0
13224,1984,PhD,Married,70643,66,5,4,6,1
13225,1957,2n Cycle,Married,82347,38,7,10,3,0
13226,1973,2n Cycle,Married,35688,94,4,4,8,0
13227,1947,PhD,Married,67472,93,4,7,3,0
13228,1941,PhD,Married,93027,77,7,5,2,0
13229,1963,Basic,Together,14918,52,1,3,6,0
13230,1977,PhD,Divorced,34487,94,3,3,9,0
13231,1943,PhD,Divorced,48948,53,7,5,6,1
13232,1969,Master,Married,42169,20,1,3,8,0
13233,1965,Master,Single,69882,94,3,9,1,0
13234,1968,Graduation,Together,56534,35,10,7,8,1
13235,1978,2n Cycle,Single,38593,42,4,3,8,0
13236,1970,Graduation,Divorced,64713,11,5,7,4,1
13237,1974,Master,Divorced,53367,2,5,8,7,1
13238,1973,Basic,Together,9722,7,3,3,8,1
13239,1948,PhD,Married,83837,79,9,5,4,1
13240,1964,Graduation,Single,61839,20,4,4,8,0
13241,1978,Graduation,Together,22775,40,1,2,8,0
13242,1959,Graduation,Together,54753,87,5,11,4,0
13243,1978,Graduation,Married,33039,4,2,4,5,0
13244,1954,Graduation,Married,80067,82,4,6,2,0
13245,1957,2n Cycle,Married,82347,38,7,10,3,0
13246,1959,PhD,Widow,67786,0,3,6,1,1
13247,1979,Graduation,Together,34350,81,1,3,7,0
13248,1965,Graduation,Single,66294,68,4,5,2,0
13249,1972,Graduation,Divorced,51813,37,2,3,7,0
13250,1971,Graduation,Divorced,29819,77,3,3,6,0
13251,1970,Graduation,Single,30015,28,1,4,5,0
13252,1952,Graduation,Single,84574,72,9,11,5,0
13253,1961,Master,Married,61794,74,4,10,2,0
13254,1950,PhD,Together,59292,71,3,8,3,0
13255,1973,2n Cycle,Married,46094,62,1,3,7,0
13256,1984,Master,Single,31385,56,1,2,8,1
13257,1974,Graduation,Married,44989,26,5,5,6,0
13258,1969,Master,Single,26877,74,3,6,6,0
13259,1965,Basic,Single,23529,67,1,2,6,0
13260,1984,PhD,Single,82733,28,8,7,4,1
13261,1957,PhD,Divorced,54237,48,5,5,6,0
13262,1954,Master,Together,,83,4,4,6,0
13263,1969,Graduation,Single,72679,65,4,5,1,0
13264,1981,Graduation,Married,54386,8,3,10,3,0
13265,1974,PhD,Single,39190,91,2,4,5,0
13266,1983,Graduation,Single,22148,16,1,3,7,0
13267,1981,2n Cycle,Married,51111,83,2,3,6,0
13268,1976,PhD,Married,49544,0,5,8,7,0
13269,1966,Graduation,Married,61286,34,7,8,5,0
13270,1949,PhD,Married,80360,56,4,5,2,0
13271,1976,Graduation,Together,36283,42,1,3,4,0
13272,1986,Basic,Married,20425,5,2,3,7,0
13273,1972,Graduation,Single,24762,16,3,2,8,1
13274,1972,Master,Divorced,42618,92,5,4,8,0
13275,1974,Master,Together,43018,46,2,2,5,0
13276,1959,Graduation,Together,71232,91,11,10,7,0
13277,1964,Graduation,Married,40800,77,3,3,7,0
13278,1971,Master,Married,39791,89,3,4,7,0
13279,1965,2n Cycle,Divorced,64176,52,8,8,6,0
13280,1947,PhD,Together,81574,89,4,8,1,0
13281,1976,PhD,Together,49187,63,1,5,2,0
13282,1972,Graduation,Married,33622,22,2,4,7,0
13283,1954,Graduation,Divorced,72071,4,5,8,2,0
13284,1959,Graduation,Married,58113,66,9,8,7,0
13285,1972,Graduation,Together,46053,46,3,4,5,0
13286,1966,Graduation,Widow,27038,64,3,3,9,1
13287,1955,Master,Single,51124,79,1,3,3,0
13288,1985,PhD,Married,33454,32,4,4,8,0
13289,1956,Graduation,Married,62503,40,8,11,5,0
13290,1960,Master,Married,81843,13,5,12,3,0
13291,1981,Graduation,Together,88325,42,6,9,2,0
13292,1960,Master,Together,83151,93,5,4,3,0
13293,1969,Graduation,Together,58917,10,4,6,5,0
13294,1970,2n Cycle,Married,15315,27,2,4,5,0
13295,1963,Graduation,Together,77226,29,6,12,3,0
13296,1977,Graduation,Together,46931,94,1,3,3,0
13297,1983,Graduation,Together,28427,67,2,3,8,0
13298,1970,Graduation,Widow,31880,13,1,2,8,0
13299,1956,Master,Single,55284,60,7,8,5,0
13300,1964,Graduation,Single,18701,95,2,4,5,0
13301,1946,Graduation,Together,37760,20,4,6,7,0
13302,1950,PhD,Widow,56551,48,2,4,4,0
13303,1945,PhD,Single,113734,9,27,0,1,0
13304,1943,PhD,Divorced,48948,53,7,5,6,1
13305,1971,Master,Married,38196,20,2,4,5,0
13306,1973,Basic,Married,18978,41,1,3,8,0
13307,1968,Graduation,Single,57107,44,4,8,8,1
13308,1982,PhD,Married,160803,21,0,1,0,0
13309,1973,Basic,Married,18978,41,1,3,8,0
13310,1976,PhD,Single,42473,72,2,4,5,0
13311,1966,Graduation,Together,37758,49,1,3,8,0
13312,1963,Graduation,Single,30983,50,4,3,8,1
13313,1974,PhD,Married,61917,83,2,4,5,0
13314,1979,Graduation,Married,7500,61,1,2,8,0
13315,1981,Master,Married,36959,56,2,3,8,0
13316,1960,2n Cycle,Together,92556,32,3,13,0,0
13317,1978,Graduation,Single,30168,51,6,4,9,0
13318,1971,2n Cycle,Married,54690,76,3,5,3,0
13319,1970,Graduation,Married,72940,13,3,6,1,0
13320,1951,Master,Together,39767,18,7,7,8,0
13321,1948,PhD,Married,34469,58,1,4,4,0
13322,1962,Graduation,Divorced,39552,54,6,5,8,1
13323,1960,Graduation,Together,19740,65,1,3,5,0
13324,1955,PhD,Married,38725,52,1,4,4,0
13325,1967,PhD,Single,52569,54,2,4,3,0
13326,1972,Graduation,Married,80134,40,5,6,6,1
13327,1983,Graduation,Married,39922,30,3,4,8,0
13328,1971,Graduation,Married,52914,32,7,3,7,0
13329,1973,Graduation,Married,25410,48,1,4,4,0
13330,1976,PhD,Married,68397,6,6,5,3,0
13331,1976,Graduation,Together,51369,84,8,4,8,0
13332,1952,Master,Together,43776,9,5,4,8,1
13333,1956,Master,Married,63915,2,6,12,5,0
13334,1972,Graduation,Together,26290,49,2,4,6,0
13335,1971,PhD,Married,46463,56,3,6,6,0
13336,1972,Graduation,Married,36026,34,2,3,6,0
13337,1969,PhD,Married,94871,99,8,4,7,1
13338,1976,2n Cycle,Together,26907,10,1,3,7,0
13339,1950,PhD,Together,59292,71,3,8,3,0
13340,1975,Graduation,Married,65106,55,8,13,6,0
13341,1965,Graduation,Divorced,4861,20,0,0,14,0
13342,1960,Master,Married,54197,16,1,6,1,0
13343,1961,Master,Married,61794,74,4,10,2,0
13344,1956,Graduation,Married,62503,40,8,11,5,0
13345,1971,Master,Divorced,44635,25,2,3,7,0
13346,1974,PhD,Married,65352,43,4,8,4,0
13347,1978,Graduation,Married,73807,88,5,11,2,0
13348,1967,PhD,Married,59062,74,2,3,4,0
13349,1964,PhD,Married,45759,13,2,3,7,0
13350,1952,Graduation,Together,33402,60,2,3,8,0
13351,1960,2n Cycle,Widow,46779,55,0,2,4,0
13352,1957,PhD,Divorced,41437,5,1,3,7,0
13353,1984,Graduation,Together,35196,68,6,5,8,0
13354,1980,Graduation,Married,80011,3,8,5,4,0
13355,1983,Graduation,Divorced,82025,76,3,6,1,1
13356,1972,Graduation,Married,30675,14,1,3,8,0
13357,1983,Master,Married,35876,13,3,3,6,0
13358,1982,Master,Together,27590,38,1,2,7,0
13359,1972,PhD,Single,55260,81,8,5,6,0
13360,1970,Graduation,Married,69016,61,8,13,5,0
13361,1974,PhD,Together,79632,42,6,9,2,0
13362,1966,Graduation,Widow,79946,19,5,5,3,0
13363,1965,Graduation,Married,72190,79,5,4,3,0
13364,1976,PhD,Together,72335,2,10,8,8,1
13365,1958,PhD,Single,71691,0,4,5,2,1
13366,1974,Graduation,Single,32233,26,6,2,9,1
13367,1971,PhD,Together,32892,78,3,3,8,0
13368,1949,Graduation,Together,69372,10,10,6,4,1
13369,1971,PhD,Together,32892,78,3,3,8,0
13370,1990,Graduation,Single,96843,60,6,10,2,1
13371,1983,PhD,Married,23536,53,0,3,3,0
13372,1976,Graduation,Divorced,30992,83,1,3,7,0
13373,1970,Graduation,Single,76467,44,2,5,6,1
13374,1973,Graduation,Married,33471,47,3,4,7,0
13375,1974,PhD,Married,46374,1,7,7,8,1
13376,1971,Graduation,Married,73691,58,6,8,2,0
13377,1956,Master,Together,69245,8,6,10,3,0
13378,1955,Master,Divorced,70638,69,4,10,3,0
13379,1948,PhD,Married,56223,72,2,5,4,0
13380,1976,Master,Married,34529,94,2,3,7,0
13381,1955,2n Cycle,Married,62972,39,7,3,6,0
13382,1975,Master,Together,22669,30,4,2,9,1
13383,1983,Master,Single,89616,36,7,12,2,1
13384,1977,Master,Together,57954,52,8,6,7,0
13385,1982,Graduation,Together,71853,29,2,6,1,0
13386,1977,Graduation,Together,39771,92,2,3,4,0
13387,1972,Graduation,Together,30261,75,0,3,8,0
13388,1982,2n Cycle,Together,66664,78,5,6,3,0
13389,1963,2n Cycle,Single,39548,87,1,3,3,0
13390,1993,Graduation,Single,74293,66,5,6,2,0
13391,1983,Graduation,Together,36075,54,2,4,6,0
13392,1960,2n Cycle,Married,82504,2,3,7,1,0
13393,1989,Master,Divorced,10979,34,3,3,5,0
13394,1971,PhD,Married,46463,56,3,6,6,0
13395,1953,Graduation,Married,50725,45,8,8,8,0
13396,1985,Graduation,Married,21355,5,2,2,6,1
13397,1976,Master,Together,65104,4,3,7,7,1
13398,1950,Graduation,Together,27203,92,1,2,8,0
13399,1977,Graduation,Single,56628,30,7,5,5,0
13400,1955,PhD,Married,22554,38,2,4,5,0
13401,1952,Graduation,Single,47958,8,6,5,5,0
13402,1959,Graduation,Married,53154,50,3,4,4,0
13403,1975,2n Cycle,Married,57036,33,6,13,9,0
13404,1975,Master,Together,17459,12,3,2,7,1
13405,1968,Graduation,Married,45688,20,3,8,4,0
13406,1981,Basic,Married,24480,46,3,4,7,0
13407,1974,Master,Married,82584,26,3,8,1,1
13408,1970,Graduation,Together,22070,11,2,2,6,0
13409,1988,Graduation,Alone,34176,12,3,4,6,0
13410,1961,PhD,Together,63342,48,8,5,6,1
13411,1985,Graduation,Married,19986,74,0,3,7,0
13412,1963,Graduation,Together,77226,29,6,12,3,0
13413,1973,2n Cycle,Married,23559,87,3,3,7,0
13414,1973,2n Cycle,Together,69401,41,4,5,2,0
13415,1946,Graduation,Married,78569,14,4,4,1,1
13416,1954,Graduation,Together,53103,70,10,7,7,0
13417,1979,Graduation,Married,58025,81,3,10,4,0
13418,1981,Graduation,Single,72066,55,4,6,2,1
13419,1968,Master,Divorced,63841,64,9,9,6,0
13420,1970,2n Cycle,Married,62466,13,6,12,4,0
13421,1958,2n Cycle,Together,53083,65,5,5,7,0
13422,1960,Master,Together,17144,96,3,4,7,0
13423,1984,Graduation,Together,15345,51,1,2,8,1
13424,1962,PhD,Single,33419,76,2,4,7,0
13425,1989,Basic,Married,25443,82,1,3,8,0
13426,1950,Master,Widow,64866,9,7,7,5,0
13427,1978,PhD,Married,72159,62,4,10,2,0
13428,1974,Graduation,Married,30631,75,3,2,7,0
13429,1952,Master,Together,43776,9,5,4,8,1
13430,1969,Graduation,Widow,40590,30,3,3,6,0
13431,1979,Basic,Single,15862,26,1,3,8,0
13432,1955,PhD,Single,61284,76,11,8,6,0
13433,1980,PhD,Single,76412,15,5,8,3,1
13434,1975,Graduation,Together,59481,47,3,8,2,0
13435,1980,Graduation,Married,80011,3,8,5,4,0
13436,1959,Graduation,Married,18690,77,1,2,8,0
13437,1979,2n Cycle,Single,88194,19,11,10,5,1
13438,1969,Graduation,Married,75759,46,9,9,5,1
13439,1981,2n Cycle,Together,75774,27,7,8,4,0
13440,1971,Graduation,Married,18793,14,2,4,8,0
13441,1978,Master,Single,35544,77,2,3,7,0
13442,1978,Graduation,Divorced,71847,95,6,9,3,0
13443,1949,Master,Widow,47570,3,2,2,7,1
13444,1977,Graduation,Married,54233,46,11,5,8,0
13445,1981,2n Cycle,Single,24336,82,1,2,7,0
13446,1952,Graduation,Single,72228,87,6,8,3,0
13447,1955,Master,Single,51124,79,1,3,3,0
13448,1964,Master,Single,58308,77,2,3,8,0
13449,1973,PhD,Divorced,35860,37,1,2,5,1
13450,1988,Graduation,Together,87679,62,7,10,4,1
13451,1950,Graduation,Together,34026,11,2,3,5,0
13452,1963,Graduation,Together,56253,83,7,9,6,0
13453,1976,Graduation,Together,62061,12,10,7,6,0
13454,1975,PhD,Married,45503,54,3,4,5,0
13455,1978,Graduation,Single,7500,5,2,3,6,0
13456,1978,Graduation,Married,57113,45,4,5,7,0
13457,1971,Graduation,Married,37150,80,4,6,7,0
13458,1957,Graduation,Single,64849,42,9,6,5,1
13459,1983,PhD,Married,50150,32,5,7,5,0
13460,1952,Graduation,Single,72228,87,6,8,3,0
13461,1959,Master,Together,82576,66,2,12,1,0
13462,1972,Master,Divorced,37760,54,2,3,6,0
13463,1976,Master,Divorced,75012,41,3,11,1,0
13464,1971,Graduation,Single,91700,58,8,5,3,1
13465,1969,PhD,Married,55212,65,4,11,8,0
13466,1957,Graduation,Married,52852,93,10,5,8,0
13467,1982,Master,Single,75777,12,3,11,1,1
13468,1958,PhD,Together,77863,20,4,10,2,0
13469,1978,Basic,Together,24882,52,1,2,6,0
13470,1947,PhD,Together,73059,36,9,13,4,0
13471,1987,PhD,Single,42000,23,5,11,5,1
13472,1978,2n Cycle,Married,25804,34,2,3,8,0
13473,1965,Graduation,Married,48006,55,1,3,6,0
13474,1986,Master,Married,27161,41,1,3,7,0
13475,1963,PhD,Single,46757,71,4,7,9,0
13476,1956,Master,Together,50943,49,1,3,5,0
13477,1959,Graduation,Together,38285,96,0,3,2,0
13478,1958,Master,Alone,61331,42,11,6,8,0
13479,1963,PhD,Married,4023,29,0,0,19,0
13480,1987,Master,Single,41020,68,3,4,3,0
13481,1951,PhD,Married,78939,57,8,6,3,0
13482,1972,Graduation,Single,31907,75,6,6,7,0
13483,1956,2n Cycle,Married,53230,86,5,12,5,0
13484,1966,PhD,Together,47472,39,2,4,5,0
13485,1980,Graduation,Single,51766,74,4,4,5,0
13486,1988,Graduation,Married,38872,93,3,3,8,0
13487,1964,Graduation,Divorced,41638,68,5,3,8,0
13488,1985,Graduation,Single,22327,94,1,3,5,0
13489,1973,Graduation,Married,20895,24,2,3,9,0
13490,1962,2n Cycle,Together,82122,89,3,13,1,0
13491,1954,Graduation,Divorced,76773,79,2,11,1,0
13492,1956,PhD,Single,54998,3,4,9,4,1
13493,1971,Graduation,Single,72258,28,6,5,2,0
13494,1968,PhD,Divorced,69674,46,10,10,5,0
13495,1991,Graduation,Together,89891,17,11,8,4,0
13496,1946,Graduation,Together,37760,20,4,6,7,0
13497,1971,PhD,Married,60585,17,7,9,5,1
13498,1969,PhD,Widow,62187,38,6,10,4,0
13499,1989,Graduation,Married,28691,56,1,3,8,0
